"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
2.31498307027419,0.693749668905258,-0.723479536546543,2.96875548261135,1.29497891314752,-2.5400312852369,-1.58018265285624,-0.187230727532373,3.81180883439011,-0.382717942149328,-0.58115451433835,-0.327071429272763,-3.66067984417074,0.08248542340646,-2.16851885794577,-0.64863187290444,1.80517405717045,-5.31140158322187,-1.12926623572023,-3.61204235524223,1.5420635015757,-2.26123829337121,2.10152268072838,1.81823766644205,-1.81120564609582,0.282403925720009,-3.64596946455078,-2.00664279336458,-1.80415272971736,-0.2294015805275,-4.24375488770765,-3.2181545594373,1.2387551126271,0.948877604034225,1.9522057470606,-1.09821498154892,1.19677399587344,-2.21169800079062,-2.44768749328866,-0.246860776350565,-2.84518370640207,3.91611160764572,-2.16027911059456,-1.45968206125783,-2.29024570695785,1.58119008737907,3.86569286627868,-2.70901373063167,0.2298236886109,-0.103032175085773,-1.57500762946552,1.86668187994657,4.84244268068014,-2.07027947073606,2.18907679286552,-0.833661666821249,-4.17546168391497,0.887323508978225,1.61297007374548,-4.43495383314682
1.02011236545325,3.04835361040009,2.32178530478851,5.58474357920649,0.902770009057101,-3.36397531502156,0.267805244196562,-1.38799535635185,1.26352574388253,-1.31070580803037,0.630409439023629,4.28723313367956,3.10461028929949,4.86789383178553,0.861358833081454,1.62852017391339,0.498894880462327,-4.5778170537874,2.85127517805827,-3.03089192914997,3.51061283935333,0.16261229309919,3.82208897302932,1.4380788592626,1.9021356125938,1.97143989757225,1.25336622269646,-2.70997685149551,2.47238417937112,-2.40880758764997,3.48909004161767,-1.67123580549029,3.04833196792904,-0.958751936731677,5.03920683214011,-0.0135238888967566,-2.94783885575547,3.54235584889932,-2.44190640514806,-0.2488013097216,-4.45452341262333,5.78398734167522,2.7130865824674,0.535158906980821,0.132293527516095,5.22848836559217,2.40609530653675,-4.48565591239467,-1.41109465260858,0.297565842972882,-5.05968247858398,-2.88552712614719,4.45838669774844,-2.50725804691413,1.67585955430098,-0.349540500886683,-2.4375044665973,6.42591307624192,3.10691944360085,-2.78589055626994
0.464847108810738,2.39802302899551,-1.29106651355947,1.78899556408254,2.15373653789802,-2.37046369055049,0.0943171481324419,0.396967368789751,0.862607748772413,-0.539198455343356,2.05908232560212,-0.172415363113217,-2.46590412002227,1.30248774685483,-0.986377132495502,-2.29004423660265,1.26292234596422,-2.83060301109626,-0.657011175451954,-2.87776990685174,3.25706011793395,-4.00575621201359,2.27450831647861,2.28041997803059,1.57994595142647,-0.914651370241312,-3.48131851659829,-0.97235950900173,-2.00250894356583,-0.165787321023893,-0.175209603580898,2.49699185509768,1.65480161456496,0.416501822272288,0.404121748242227,2.41404227714696,1.25531144454954,-1.20849146739683,-1.38400230553638,-0.9508712797031,-0.95337263367958,1.05189503615249,1.27525738760853,-2.38759751072949,0.117567398289689,2.22090232392273,2.48572310444799,-2.02553867834054,-0.491684041142429,0.074384207013288,-2.09255691278767,-0.122074584819815,0.539888515289347,-2.98806394176957,0.534959824287459,-1.8434641347522,-2.87559823131928,1.13641431662192,1.39042168058553,-0.635927480777955
-5.56109967895582,-5.12373979372653,-2.8383076076072,-1.17522589797079,-1.96989205693117,6.48579776548773,-2.18048587264794,3.12499877072241,-1.99116730541694,-4.7778884898151,0.389052732993238,-1.59528914992529,-0.685633165806038,-1.59733189389546,3.75069319582625,3.42582122378923,-0.312712541954563,0.877654006636375,0.408514682070861,8.08032648664998,-4.66614371674464,2.91182459541642,0.155036471974443,-5.75536525116101,-1.571266810781,-3.97930258767991,1.14829148838181,-1.30075243474955,2.85649653734761,2.22927266341746,6.41210930969714,3.04384248849507,-1.94296310628392,-4.93375990994156,-4.71915854386691,0.964327014298182,0.607718193494272,4.35970027752358,4.18708373614408,-5.7336566312417,-1.7208272607014,-2.85557472887791,3.16241155809341,-1.04524576323509,3.51199301773719,-1.78320250494062,-3.05023109030769,1.78799722853586,-1.56951816109299,-1.64222047673452,2.14761320501119,4.59421538311094,-7.38393986769262,6.12266946991035,4.16610872284378,2.1527245135149,5.16134435834379,-4.3912749159484,3.51310298210079,8.39388361266906
-2.65093168627582,-7.40191037769308,-1.08045913882762,-1.6986662127036,-2.68431142167676,4.43744467424863,-1.9653090994931,-0.865862460464016,-4.50223692940988,-0.54752723882573,-6.56350289666519,-1.19749726927892,4.56355287767698,-0.839751458550227,4.05880971046404,0.849234246243713,-0.277480680272354,0.282412774181028,1.64470893011368,9.25473052292992,-8.07800237924851,0.375894720447162,-2.68410583493426,-7.86329771620129,-1.99631228857477,-4.0852353959932,2.5527177987309,-0.302871787053334,2.82669291054129,-0.0234283575464154,-1.00190460645731,-0.909918083104411,-4.87913178688903,-2.73472574892191,-1.64141914357448,-1.12705065636322,-0.211995293854798,-4.29989076237408,7.86481874728428,-1.53012010240609,-3.43068317173508,-2.3898491042296,-1.90128611256396,2.20735621311597,1.53155658809395,-6.39309829128949,-3.91981851758908,3.50949959803631,2.00727368783708,3.16956032234572,8.04502133170775,3.14669620143346,0.334422719824983,5.53223306668326,1.10328123888853,4.79478864851043,4.6987160728197,-6.84537735391113,0.331995274210742,1.44505369501682
1.81171834975883,-6.07309977669247,-4.19685891069878,-2.18869178898607,-0.884346067587053,2.066405576254,0.85715892836009,-1.44033630251334,0.605116074418203,-1.28871421107467,-3.37148080938105,-2.07206229108608,2.92692897779773,-4.4675841011457,4.18593864022561,2.57588581419776,-1.23951066130945,-4.13516373982742,0.579725925217079,6.37941722009261,-4.07321793165788,0.335267327796102,-1.87064712050918,-9.50435259457814,-3.24191659520584,-4.26920434241084,-0.983448591551367,0.212494031478522,0.996609809538222,0.273884754077094,-1.39423139778087,-0.00847010837427609,-0.61777812307868,0.383274005224228,0.650838583774682,2.03788773344575,0.962754579687962,-3.30197959652297,3.34428504855966,-5.11356093238941,-1.86974067288401,-1.19822520843328,-3.47049940249939,1.30930702909025,-4.43086164090913,-0.299406836684973,-3.75048055206407,1.17739490146479,0.113039143827118,0.301760871617009,0.233435740210453,5.21749282761703,-0.106446756779412,3.31382058061261,3.21717208967748,2.88544083010954,3.51650162162437,-7.25096839893918,2.00758156062703,-1.70427588951341
-1.43064987853354,-3.97669068129233,1.98354013617917,-2.13730122362376,-0.534113319005397,0.633390006778866,-0.801000380813234,-1.4491186548026,-2.18393342278368,2.78293958656932,-5.2965502974329,1.76276662409805,1.50949789727402,-2.07852070403859,0.382769939355247,0.918329751708451,1.27633838368243,0.65543211082943,-2.18343569305526,5.03244326685009,-5.03178199769923,-0.0839749162968977,-2.89809519654505,-1.81998613734305,-4.30390266498663,-0.115272759941117,1.33408536525546,-0.602532165401486,-0.786607493571866,-1.74907591219523,-3.51758674585574,-3.32485357546924,-4.72974939855886,-1.40805214685281,1.82113306028127,-3.57667213020775,2.7674347388141,-7.41665425993892,7.14118654383971,2.01597108284815,-0.175189768782626,0.457737430033692,0.143841207596478,2.48516460095419,0.529292349059647,-4.84841151830491,-1.33473553959063,0.930657573466643,-0.916369298865398,4.11295621035006,6.22389293949386,2.99397656493681,4.21299561512607,5.07955751651868,-0.382350615285646,5.14666137879209,2.78279605716126,-3.74664992106043,-2.14338013794551,0.10049552424918
-5.25221779261988,-5.01906114567623,-1.20467992655795,-0.70909297710025,-2.46942684479309,6.17759045729803,-4.22410085006359,2.96029788570655,-4.18032209524921,-1.39940497274289,-2.97707336277859,-0.885433888490115,2.25223998958191,1.11382712623388,4.67754096212956,1.86182039749724,0.614531313166151,3.320649655894,-1.02872210717705,7.15301300372783,-4.50305918785671,-1.8947095483286,-1.12135501071878,-3.83450210558728,-2.98243851418962,-3.9727829951171,4.69517145154322,-0.160248419496622,3.17292957194899,2.55290675149737,4.58504661816495,3.48634668495313,-3.34117714913306,-2.00989936181642,-1.75334568934427,0.340864049415161,1.91192893445284,0.175833724307913,5.20051996653205,0.770396307485009,-0.294310292984817,-1.65280983150675,1.3100304490769,1.11357305070903,7.92224156542425,-3.44598781088711,-3.34469786608658,3.63027799900094,1.61098884375652,0.172273712361145,7.05655732058805,0.91935658679774,-4.70232558165675,6.83584238497524,0.985523624714617,3.89320830579567,5.34290467423534,-1.79350951616425,0.623044907654215,6.10684283441951
-2.96175081239289,-7.33074546491729,-0.227243552102843,0.207119294575533,-2.07785450044059,5.03127788765386,-3.89985940318401,0.825831871965336,-2.58589090388209,1.77274834188597,-4.75451181740311,0.552381747787666,0.565623367424906,2.03505343919299,6.27510882359489,3.23465311256828,0.361162125838945,0.30582416289082,-1.77278259261857,6.65805535712382,-6.26067880866745,-0.593891319478355,-2.84304426287987,-4.97922671757416,-2.24272610275787,-4.46784322152509,4.17293016910449,-1.44477088573208,3.30817802602572,1.42020645681233,0.702863784566544,1.71385460001398,-2.43416279201731,-4.06616737330901,0.0631106329125755,0.903756149655666,-0.669841971555698,-1.2273978084682,7.97331645703816,-1.67372992580032,-0.603235962387413,-0.0182957957201032,3.461538447241,1.3229442659488,4.03024771618782,-3.01108514680881,-1.56739183678176,2.13027374304382,2.59870209529666,0.482772537228503,4.7326033770904,3.0707307276772,1.19911957044699,8.39500821189174,1.73770697127151,4.78632268750573,3.71461500742211,-1.47470542427339,2.69899835889764,3.8228051861625
-2.69732373412141,-1.66472818484295,1.77656108428556,0.623364660999505,-1.92568968361938,3.29418730951573,-4.0073770018775,-0.807290773698612,-4.00116730546662,0.523879686537878,-1.94517244110441,0.339090796903831,-0.525915760120579,1.85460943928209,3.93527839405871,2.12952549825107,0.704243358574579,1.59888352816525,-2.22408225481236,4.60097125748765,-2.35619008453157,-1.88354591159241,1.38363868184226,-0.839451271203286,0.242138259643138,-0.30275784686733,2.97217436761697,-0.924007669229784,4.02862343139563,-0.838205401008629,2.50955839498406,0.0296946496093231,-1.68861183134042,-2.36533204057263,-0.379772753659155,-0.98646746965351,-0.375311420687296,-1.2005094551116,4.27543434692625,0.474412645725894,1.69876317631958,-0.444018382366412,1.30638262168607,-0.634779873587434,2.84861427624884,-2.19281238955691,0.957948999068673,0.388627068040055,1.6664889993592,1.5749448126105,6.02678954646268,0.697323415389425,1.40654576858761,4.62971259714178,-1.72517619909861,1.28931781033811,3.70832741817066,0.292810636473265,1.19634643766707,3.19154855862167
